Firm Name,Category,City,State,Region,Website,Focus/Sector,AUM/Fund Size,Deal Size/Criteria,Priority,Founded,Team Size,Description,Contact Email,Notes
Foulger Underwood Asia,Investment Banking,Singapore,SG,Singapore,foulgerunderwood.com,M&A for trust/corporate service providers,N/A,N/A,2,N/A,N/A,Cross-Border M&A; Asia,,
Deloitte Corporate Finance,Investment Banking,Singapore,SG,Singapore,deloitte.com/sg,"M&A advisory, debt & capital advisory",N/A,N/A,1,N/A,N/A,Big Four Corporate Finance,,International Hiring: Yes
EY-Parthenon,Investment Banking,Singapore,SG,Singapore,ey.com/en_sg,"M&A strategy, due diligence, integration",N/A,N/A,1,N/A,N/A,Big Four Corporate Finance,,International Hiring: Yes
KPMG Corporate Finance,Investment Banking,Singapore,SG,Singapore,corporatefinance.kpmg.com,"M&A, valuation, fairness opinions",N/A,N/A,1,N/A,N/A,Big Four Corporate Finance,,International Hiring: Yes
Grant Thornton Singapore,Investment Banking,Singapore,SG,Singapore,grantthornton.sg,"M&A, PE, capital raising, restructuring",N/A,N/A,2,N/A,N/A,Big Four Corporate Finance,,International Hiring: Yes
CLA Global TS,Investment Banking,Singapore,SG,Singapore,cla-ts.com,M&A advisory,N/A,N/A,2,N/A,N/A,Big Four Corporate Finance,,International Hiring: Regional
GIC,Sovereign Wealth Fund,Singapore,SG,Singapore,gic.com.sg,Diversified global investor,$700B+,N/A,1,N/A,N/A,Singapore SWF; Global reserves manager,,Actively hires from US Ivy League
Temasek,Sovereign Wealth Fund,Singapore,SG,Singapore,temasek.com.sg,"Global Tech, Consumer",$389B (S$),N/A,1,N/A,N/A,Government-owned investment company; direct investor,,Actively hires from US Ivy League
RRJ Capital,Private Equity,Singapore,SG,Singapore,N/A,Pan-Asia PE,$25B,N/A,1,N/A,N/A,Pan-Asia PE; significant AUM,,
Everstone Capital,Private Equity,Singapore,SG,Singapore,everstonecapital.com,India-SEA PE,$7B+,N/A,1,N/A,N/A,Multi-strategy PE; India/SEA specialist,,
Quadria Capital,Private Equity,Singapore,SG,Singapore,quadriacapital.com,Healthcare PE,$3.4B,N/A,1,N/A,N/A,Healthcare PE specialist,,
Navis Capital Partners,Private Equity,Singapore,SG,Singapore,naviscapital.com,Mid-market buyouts,$5B,N/A,1,N/A,N/A,SE Asia mid-market PE,,
Ivory Capital Asia,Private Equity,Singapore,SG,Singapore,ivorycapitalasia.com,Small/mid-cap M&A,$8B+ combined deal value,N/A,2,N/A,N/A,PE Advisory,,
Asia Growth Capital Advisors,Private Equity,Singapore,SG,Singapore,asiagrowthcap.com,PE secondary transactions,N/A,N/A,2,N/A,N/A,"PE Advisory; Clients include CPPIB, HarbourVest",,
Dymon Asia Private Equity,Private Equity,Singapore,SG,Singapore,dymonasiaprivateequity.com,Lower-mid-market PE,N/A,N/A,2,N/A,N/A,"PE; Singapore, Malaysia focus",,
ABC Impact,Private Equity,Singapore,SG,Singapore,abcimpact.com.sg,Impact investing,$600M+ Fund II,N/A,2,N/A,N/A,Impact PE,,
Novo Tellus Capital,Private Equity,Singapore,SG,Singapore,novotellus.com,Industrial technology,N/A,N/A,2,N/A,N/A,PE; SVCA Deal of Year 2025,,
Growtheum Capital Partners,Private Equity,Singapore,SG,Singapore,growtheumcapital.com,Growth equity PE,N/A,N/A,2,N/A,N/A,"Growth PE; SEA, India",,
PAG,Private Equity,Hong Kong,HK,Hong Kong,pag.com,Asia-focused PE/alternatives,$55B,N/A,1,N/A,N/A,Leading Asia PE/alternatives firm,,
CITIC Capital,Private Equity,Hong Kong,HK,Hong Kong,N/A,Chinese alternative asset manager,$15B,N/A,1,N/A,N/A,Chinese alternative asset manager,,
Primavera Capital,Private Equity,Hong Kong,HK,Hong Kong,N/A,China tech and consumer,$20B,N/A,1,N/A,N/A,Invests in China tech and consumer,,
Baring Private Equity Asia,Private Equity,Hong Kong,HK,Hong Kong,N/A,Asia/China PE,N/A,N/A,1,N/A,N/A,Leading Asia/China PE,,
Affinity Equity Partners,Private Equity,Hong Kong,HK,Hong Kong,N/A,Asia PE,N/A,N/A,1,N/A,N/A,Leading Asia PE,,
MBK Partners,Private Equity,Hong Kong,HK,Hong Kong,N/A,Asia PE,N/A,N/A,1,N/A,N/A,Leading Asia PE,,
KKR,Private Equity,Tokyo,Japan,Tokyo,kkr.com,Global PE with Japan focus,N/A,N/A,1,N/A,N/A,Expanding Japan-focused teams; bilinguals essential,,
Bain Capital Japan,Private Equity,Tokyo,Japan,Tokyo,baincapital.com,Japan PE,N/A,N/A,1,N/A,N/A,Deeply entrenched in Japan; bilinguals essential,,
Carlyle Japan,Private Equity,Tokyo,Japan,Tokyo,carlyle.com,Japan PE,N/A,N/A,1,N/A,N/A,Decades in Japan; bilinguals essential,,
Warburg Pincus Japan,Private Equity,Tokyo,Japan,Tokyo,warburgpincus.com,Japan investments,N/A,N/A,1,N/A,N/A,Re-entered/increased Japan investments,,
Hillhouse Capital Japan,Private Equity,Tokyo,Japan,Tokyo,N/A,Japan investments,N/A,N/A,1,N/A,N/A,Re-entered Japan market,,
Advantage Partners,Private Equity,Tokyo,Japan,Tokyo,N/A,Mid-market buyout,N/A,N/A,1,1988,N/A,Pioneer of Japanese PE; founded 1988,,Bilinguals essential
Unison Capital,Private Equity,Tokyo,Japan,Tokyo,N/A,Mid-market PE,N/A,N/A,1,1988,N/A,Local PE pioneer; founded 1988,,
Integral,Private Equity,Tokyo,Japan,Tokyo,N/A,Mid-market PE,N/A,N/A,2,N/A,N/A,Domestic PE; mid-market,,
Polaris,Private Equity,Tokyo,Japan,Tokyo,N/A,Mid-market PE,N/A,N/A,2,N/A,N/A,Domestic PE; industrial/Mittelstand,,
J-Star,Private Equity,Tokyo,Japan,Tokyo,N/A,Mid-market PE,N/A,N/A,2,N/A,N/A,Domestic PE; fiercely competitive,,
SMBC Nikko,Investment Banking,Tokyo,Japan,Tokyo,N/A,M&A,N/A,N/A,1,N/A,N/A,Major local IB for M&A,,
Daiwa Securities,Investment Banking,Tokyo,Japan,Tokyo,N/A,M&A,N/A,N/A,1,N/A,N/A,Major local IB for M&A,,
GCA Corporation,Investment Banking,Tokyo,Japan,Tokyo,N/A,"M&A, financing",N/A,N/A,2,N/A,N/A,Independent advisory,,
JAFCO,Venture Capital,Tokyo,Japan,Tokyo,N/A,VC,N/A,N/A,2,N/A,N/A,Key Japanese VC firm,,
Globis,Venture Capital,Tokyo,Japan,Tokyo,N/A,VC,N/A,N/A,2,N/A,N/A,Key Japanese VC firm,,
SBI Investment,Venture Capital,Tokyo,Japan,Tokyo,N/A,VC,N/A,N/A,2,N/A,N/A,Key Japanese VC firm,,
Halder Beteiligungsberatung,Private Equity,Frankfurt,Germany,Frankfurt,N/A,Mid-market PE (DACH buyouts),"~EUR550M",N/A,2,N/A,N/A,"Mid-market PE; Healthcare, Food & Beverage",,
Deutsche Beteiligungs AG,Private Equity,Frankfurt,Germany,Frankfurt,N/A,Mittelstand PE,N/A,N/A,2,N/A,N/A,Listed German PE investor,,
AUCTUS Capital,Private Equity,Frankfurt,Germany,Frankfurt,N/A,Regional buyout,N/A,N/A,2,N/A,N/A,Regional buyout fund,,
Main Capital,Private Equity,Frankfurt,Germany,Frankfurt,N/A,Regional buyout,N/A,N/A,2,N/A,N/A,Regional buyout fund,,
Bayern Kapital,Private Equity,Frankfurt,Germany,Frankfurt,N/A,Regional buyout,N/A,N/A,2,N/A,N/A,Regional buyout fund,,
Ardian,Private Equity,Paris,France,Paris,ardian.com,Global PE,$196B,N/A,1,N/A,N/A,Leading global PE; French champion,,
Eurazeo,Private Equity,Paris,France,Paris,N/A,Diversified investor,"~EUR35B",N/A,1,N/A,N/A,French diversified investor,,
PAI Partners,Private Equity,Paris,France,Paris,N/A,"Mid/large-cap PE",N/A,N/A,1,N/A,N/A,Major French PE firm,,
Naxicap Partners,Private Equity,Paris,France,Paris,N/A,Mid-cap PE,N/A,N/A,2,N/A,N/A,French mid-cap PE,,
Sagard,Private Equity,Paris,France,Paris,N/A,PE,N/A,N/A,2,N/A,N/A,French PE,,
Tikehau Capital,Private Equity,Paris,France,Paris,N/A,"Infrastructure, PE",N/A,N/A,2,N/A,N/A,Infrastructure and PE investor,,
Partech,Venture Capital,Paris,France,Paris,N/A,"Tech, consumer VC",N/A,N/A,2,N/A,N/A,Top French VC,,
Alven,Venture Capital,Paris,France,Paris,N/A,"Tech, consumer VC",N/A,N/A,2,N/A,N/A,Top French VC,,
Serena Capital,Venture Capital,Paris,France,Paris,N/A,"Tech, consumer VC",N/A,N/A,2,N/A,N/A,Top French VC,,
Rothschild Paris,Investment Banking,Paris,France,Paris,rothschildandco.com,Advisory,N/A,N/A,1,N/A,N/A,Premier advisory boutique,,
Lazard Paris,Investment Banking,Paris,France,Paris,lazard.com,Advisory,N/A,N/A,1,N/A,N/A,Premier advisory boutique,,
Messier Maris,Investment Banking,Paris,France,Paris,N/A,Advisory,N/A,N/A,2,N/A,N/A,Advisory boutique,,
Partners Group,Private Equity,Zug,Switzerland,Zurich,partnersgroup.com,Global private markets,$174B,N/A,1,N/A,N/A,Global private markets firm; Swiss-headquartered,,Recruits internationally
Capvis,Private Equity,Zurich,Switzerland,Zurich,N/A,Mid-market industrials,N/A,N/A,2,N/A,N/A,Swiss PE for mid-market industrials,,
Invision,Private Equity,Zurich,Switzerland,Zurich,N/A,Mid-market PE,N/A,N/A,2,N/A,N/A,Key Swiss mid-market PE,,
Gyrus Capital,Private Equity,Geneva,Switzerland,Zurich,N/A,"Healthcare, sustainability",N/A,N/A,2,N/A,N/A,Operates in English; accessible to expats,,
Brevan Howard,Hedge Fund,Geneva,Switzerland,Zurich,N/A,Global macro,N/A,N/A,1,N/A,N/A,Major macro fund,,
Unigestion,Hedge Fund,Geneva,Switzerland,Zurich,N/A,Multi-asset,N/A,N/A,2,N/A,N/A,Asset manager,,
Mubadala,Sovereign Wealth Fund,Abu Dhabi,UAE,Dubai/Abu Dhabi,mubadala.com,"Global diversified",$327B,N/A,1,N/A,N/A,Abu Dhabi SWF; operates like US PE fund,,
ADIA,Sovereign Wealth Fund,Abu Dhabi,UAE,Dubai/Abu Dhabi,adia.ae,Global diversified,$900B+,N/A,1,N/A,N/A,"World's largest SWF",,
ADQ,Sovereign Wealth Fund,Abu Dhabi,UAE,Dubai/Abu Dhabi,adq.ae,"Logistics, food, energy",N/A,N/A,1,N/A,N/A,Active in creating national champions,,
Gulf Capital,Private Equity,Dubai,UAE,Dubai/Abu Dhabi,N/A,Pan-GCC PE,N/A,N/A,2,N/A,N/A,Regional PE,,
Investcorp,Private Equity,Dubai,UAE,Dubai/Abu Dhabi,investcorp.com,Global alternatives,N/A,N/A,1,N/A,N/A,Global alternative asset manager with ME presence,,
NBK Capital,Private Equity,Dubai,UAE,Dubai/Abu Dhabi,N/A,Regional investment,N/A,N/A,2,N/A,N/A,Kuwait-based; regional investment firm,,
Waha Capital,Private Equity,Abu Dhabi,UAE,Dubai/Abu Dhabi,N/A,Regional investment,N/A,N/A,2,N/A,N/A,Regional investment firm,,
MEVP,Venture Capital,Dubai,UAE,Dubai/Abu Dhabi,N/A,MENA-focused VC,N/A,N/A,2,N/A,N/A,MENA-focused VC fund,,
Global Ventures,Venture Capital,Dubai,UAE,Dubai/Abu Dhabi,N/A,MENA-focused VC,N/A,N/A,2,N/A,N/A,MENA-focused VC fund,,
Wamda Capital,Venture Capital,Dubai,UAE,Dubai/Abu Dhabi,N/A,MENA-focused VC,N/A,N/A,2,N/A,N/A,MENA-focused VC fund,,
SHUAA Capital,Investment Banking,Dubai,UAE,Dubai/Abu Dhabi,N/A,"Asset management, IB",N/A,N/A,2,N/A,N/A,Local heavyweight in asset management and IB,,
Portobello Capital,Private Equity,Madrid,Spain,Madrid,N/A,Spain-focused PE,N/A,N/A,2,N/A,N/A,Spain-focused PE,,
Magnum Capital Partners,Private Equity,Madrid,Spain,Madrid,N/A,Spain-focused PE,N/A,N/A,2,N/A,N/A,Spain-focused PE,,
Nazca Capital,Private Equity,Madrid,Spain,Madrid,N/A,Spanish middle market,N/A,N/A,2,N/A,N/A,Spanish middle market PE,,
Alantra,Investment Banking,Madrid,Spain,Madrid,alantra.com,Mid-Market Global,N/A,N/A,1,N/A,N/A,Spanish roots but truly global; aggressive US expansion,,
Arcano Partners,Investment Banking,Madrid,Spain,Madrid,N/A,Independent IB/PE,N/A,N/A,2,N/A,N/A,Leading independent Spanish IB/PE,,
Miura Partners,Private Equity,Madrid,Spain,Madrid,N/A,Agribusiness and services,N/A,N/A,2,N/A,N/A,Leading PE; agribusiness consolidation,,
Waterland Private Equity,Private Equity,Amsterdam,Netherlands,Amsterdam,N/A,Pan-European PE (buy-and-build),N/A,N/A,1,N/A,N/A,Major European buyout firm,,Strategy-consultant friendly
PPF Group NV,Private Equity,Amsterdam,Netherlands,Amsterdam,N/A,International investment group,N/A,N/A,2,N/A,N/A,International investor based in Amsterdam,,
Egeria,Private Equity,Amsterdam,Netherlands,Amsterdam,N/A,Evergreen Dutch PE,N/A,N/A,2,N/A,N/A,Evergreen Dutch PE fund,,
Avedon Capital Partners,Private Equity,Amsterdam,Netherlands,Amsterdam,N/A,Dutch mid-market,N/A,N/A,2,N/A,N/A,Dutch mid-market fund,,
Karmijn Kapitaal,Private Equity,Amsterdam,Netherlands,Amsterdam,N/A,Dutch mid-market,N/A,N/A,2,N/A,N/A,Dutch mid-market fund,,
Nordian Capital,Private Equity,Amsterdam,Netherlands,Amsterdam,N/A,Dutch mid-market,N/A,N/A,2,N/A,N/A,Dutch mid-market fund,,
Parcom Capital,Private Equity,Amsterdam,Netherlands,Amsterdam,N/A,Dutch mid-market,N/A,N/A,2,N/A,N/A,Dutch mid-market fund,,
AlpInvest,Private Equity,Amsterdam,Netherlands,Amsterdam,N/A,Fund-of-funds and co-investor,N/A,N/A,1,N/A,N/A,Owned by Carlyle; massive fund-of-funds,,
Main Capital Partners,Private Equity,Amsterdam,Netherlands,Amsterdam,N/A,Enterprise software,N/A,N/A,2,N/A,N/A,Enterprise software PE; tech-focused,,
Optiver,Proprietary Trading,Amsterdam,Netherlands,Amsterdam,optiver.com,Market Making,N/A,N/A,1,N/A,N/A,Prop trading giant; hires US STEM grads,,English-first; meritocratic; highly compensated
Flow Traders,Proprietary Trading,Amsterdam,Netherlands,Amsterdam,flowtraders.com,Market Making,N/A,N/A,1,N/A,N/A,Prop trading firm; hires US STEM grads,,
IMC,Proprietary Trading,Amsterdam,Netherlands,Amsterdam,imc.com,Market Making,N/A,N/A,1,N/A,N/A,Prop trading firm; hires US STEM grads,,
Prime Ventures,Venture Capital,Amsterdam,Netherlands,Amsterdam,N/A,Dutch VC/tech,N/A,N/A,2,N/A,N/A,Active Dutch VC/tech investor,,
INKEF Capital,Venture Capital,Amsterdam,Netherlands,Amsterdam,N/A,Dutch VC/tech,N/A,N/A,2,N/A,N/A,Active Dutch VC/tech investor,,
Quore Capital,Investment Banking,Amsterdam,Netherlands,Amsterdam,N/A,Corp Fin,N/A,N/A,2,N/A,N/A,High-end Dutch advisory; distinct culture,,
Ontario Teachers Pension Plan,Pension Fund,Toronto,Canada,Toronto,otpp.com,Diversified global investor,$266B (US),N/A,1,N/A,N/A,Major Canadian pension fund; direct PE investor,,
CDPQ,Pension Fund,Montreal,Canada,Toronto,cdpq.com,Diversified global investor,$360B (CAD),N/A,1,N/A,N/A,Quebec pension fund; major global investor,,
Brookfield Asset Management,Private Equity,Toronto,Canada,Toronto,brookfield.com,Real Assets,$800B+,N/A,1,N/A,N/A,Global operator; actively hires US MBAs,,
Onex Corporation,Private Equity,Toronto,Canada,Toronto,onex.com,PE,N/A,N/A,1,N/A,N/A,Large Canadian PE firm,,
OMERS Private Equity,Private Equity,Toronto,Canada,Toronto,omers.com,PE,N/A,N/A,1,N/A,N/A,Major Canadian institutional investor,,
CPP Investments,Pension Fund,Toronto,Canada,Toronto,cppinvestments.com,Diversified global investor,N/A,N/A,1,N/A,N/A,Major Canadian institutional investor,,
Northleaf Capital Partners,Private Equity,Toronto,Canada,Toronto,N/A,Private equity/credit/infrastructure,$28B+,N/A,1,N/A,N/A,"Global PE/credit; offices in London, NYC, Tokyo",,Recruits heavily from top IB
Cormark Securities,Investment Banking,Toronto,Canada,Toronto,N/A,"Mining, Energy, Tech",N/A,N/A,1,N/A,N/A,Employee-owned; #1 for research in Canada; $100B+ gross proceeds,,Knowledge-led culture
IBK Capital,Investment Banking,Toronto,Canada,Toronto,N/A,"Mining, Technology",N/A,N/A,2,1989,N/A,Private placements; venture-stage focus; since 1989,,
Morrison Park Advisors,Investment Banking,Toronto,Canada,Toronto,N/A,Complex advisory,N/A,N/A,2,N/A,N/A,"Independent boutique; fairness opinions; IMAP partner",,
Fort Capital,Investment Banking,Toronto,Canada,Toronto,N/A,Mid-Market Advisory,N/A,N/A,2,N/A,N/A,"Alliance of senior bankers; Toronto, Calgary, Vancouver",,High-touch; direct mentorship
Canaccord Genuity,Investment Banking,Toronto,Canada,Toronto,canaccordgenuity.com,Global Mid-Market,N/A,N/A,1,N/A,N/A,"Massive global platform; mining, cannabis, crypto",,Entrepreneurial culture
RBC Capital Markets,Investment Banking,Toronto,Canada,Toronto,rbccm.com,Full service,N/A,N/A,1,N/A,N/A,Major Canadian IB,,
BMO Capital Markets,Investment Banking,Toronto,Canada,Toronto,bmocm.com,Full service,N/A,N/A,1,N/A,N/A,Major Canadian IB,,
Barrenjoey,Investment Banking,Sydney,Australia,Sydney,barrenjoey.com.au,Full Service,N/A,N/A,1,N/A,N/A,"Disruptor in Aus banking; partnered with Barclays",,Most dynamic firm in Australian finance
Jarden,Investment Banking,Sydney,Australia,Sydney,jarden.co.nz,Full service,N/A,N/A,1,N/A,N/A,NZ-origin bank expanding rapidly in Australia,,
Macquarie Group,Investment Banking,Sydney,Australia,Sydney,macquarie.com,"Infrastructure, renewable energy",N/A,N/A,1,N/A,N/A,"Global infrastructure giant; Millionaire's Factory",,World-class infra/renewable teams; global mobility
Pacific Equity Partners,Private Equity,Sydney,Australia,Sydney,N/A,PE,$8B+ (AUD),N/A,1,N/A,N/A,Heavyweight Australian PE; often outbids global funds,,
BGH Capital,Private Equity,Sydney,Australia,Sydney,N/A,PE,N/A,N/A,1,N/A,N/A,Major player; founded by ex-TPG bankers,,
Quadrant Private Equity,Private Equity,Sydney,Australia,Sydney,N/A,PE,N/A,N/A,2,N/A,N/A,Australian PE,,
Archer Capital,Private Equity,Sydney,Australia,Sydney,N/A,PE,N/A,N/A,2,N/A,N/A,Australian PE,,
Anchorage Capital Partners,Private Equity,Sydney,Australia,Sydney,N/A,Turnarounds,N/A,N/A,2,N/A,N/A,Turnaround specialist; deep operational skills,,
AustralianSuper,Pension Fund,Melbourne,Australia,Sydney,N/A,Pension fund,N/A,N/A,1,N/A,N/A,Largest Australian pension fund,,
Future Fund,Sovereign Wealth Fund,Melbourne,Australia,Sydney,N/A,National SWF,$250B (AUD),N/A,1,N/A,N/A,Australian national sovereign wealth fund,,
Avendus Capital,Investment Banking,Mumbai,India,Mumbai,avendus.com,Tech/Digital M&A,N/A,N/A,1,N/A,N/A,"Dominant domestic boutique for tech/digital; advises majority of Indian Unicorn fundraises",,US/UK offices
Spark Capital,Investment Banking,Mumbai,India,Mumbai,N/A,Mid-market advisory,N/A,N/A,2,N/A,N/A,Key mid-market advisor,,
o3 Capital,Investment Banking,Mumbai,India,Mumbai,N/A,Mid-market advisory,N/A,N/A,2,N/A,N/A,Key mid-market advisor,,
Kedaara Capital,Private Equity,Mumbai,India,Mumbai,N/A,Domestic PE,N/A,N/A,1,N/A,N/A,Domestic PE giant,,
ChrysCapital,Private Equity,Mumbai,India,Mumbai,N/A,Domestic PE,N/A,N/A,1,N/A,N/A,Domestic PE giant,,
ICICI Venture,Private Equity,Mumbai,India,Mumbai,N/A,PE (ICICI Bank arm),N/A,N/A,1,N/A,N/A,Early Indian PE firm,,
Kotak Private Equity,Private Equity,Mumbai,India,Mumbai,N/A,Domestic PE,N/A,N/A,1,N/A,N/A,Leading domestic PE fund,,
Blackstone India,Private Equity,Mumbai,India,Mumbai,blackstone.com,Global PE with India operations,N/A,N/A,1,N/A,N/A,Major India operations,,
Carlyle India,Private Equity,Mumbai,India,Mumbai,carlyle.com,Global PE with India operations,N/A,N/A,1,N/A,N/A,Major India operations,,
KKR India,Private Equity,Mumbai,India,Mumbai,kkr.com,Global PE with India operations,N/A,N/A,1,N/A,N/A,Major India operations,,
Bain India,Private Equity,Mumbai,India,Mumbai,baincapital.com,Global PE with India operations,N/A,N/A,1,N/A,N/A,Major India operations,,
Sequoia India,Venture Capital,Mumbai,India,Mumbai,N/A,VC,N/A,N/A,1,N/A,N/A,Top Indian VC firm (now Peak XV),,
Accel India,Venture Capital,Mumbai,India,Mumbai,N/A,VC,N/A,N/A,1,N/A,N/A,Top Indian VC firm,,
Matrix Partners India,Venture Capital,Mumbai,India,Mumbai,N/A,VC,N/A,N/A,2,N/A,N/A,Top Indian VC firm,,
Patria Investimentos,Private Equity,Sao Paulo,Brazil,Sao Paulo,N/A,Infra/Real Assets PE,$51B (US),N/A,1,N/A,N/A,Largest Brazilian PE,,
Vinci Partners,Private Equity,Sao Paulo,Brazil,Sao Paulo,N/A,PE/alternatives,N/A,N/A,1,N/A,N/A,Major Brazil-focused PE/alternative manager,,
GP Investments,Private Equity,Sao Paulo,Brazil,Sao Paulo,N/A,PE,N/A,N/A,2,N/A,N/A,Brazil-focused PE,,
Gavea Investimentos,Private Equity,Sao Paulo,Brazil,Sao Paulo,N/A,PE,N/A,N/A,2,N/A,N/A,Founded by former central bankers; prestige name,,
BTG Pactual,Investment Banking,Sao Paulo,Brazil,Sao Paulo,btgpactual.com,Full-service IB,N/A,N/A,1,N/A,N/A,Brazilian IB with global reach,,
Itau BBA,Investment Banking,Sao Paulo,Brazil,Sao Paulo,N/A,IB arm of Itau Unibanco,N/A,N/A,1,N/A,N/A,IB arm of major Brazilian bank,,
Monashees,Venture Capital,Sao Paulo,Brazil,Sao Paulo,N/A,VC,N/A,N/A,1,N/A,N/A,Premier VC; backed most regional unicorns,,
Kaszek Ventures,Venture Capital,Sao Paulo,Brazil,Sao Paulo,N/A,VC,N/A,N/A,1,N/A,N/A,Premier VC; backed most regional unicorns (Nubank),,
83North,Venture Capital,Tel Aviv,Israel,Tel Aviv,N/A,VC/early-stage,N/A,N/A,1,N/A,N/A,Leading Israeli VC,,
Pitango,Venture Capital,Tel Aviv,Israel,Tel Aviv,N/A,VC/early-stage,N/A,N/A,1,N/A,N/A,Leading Israeli VC,,
Glilot Capital,Venture Capital,Tel Aviv,Israel,Tel Aviv,N/A,VC/early-stage,N/A,N/A,1,N/A,N/A,Leading Israeli VC,,
Viola Group,Venture Capital,Tel Aviv,Israel,Tel Aviv,N/A,VC/growth,N/A,N/A,1,N/A,N/A,Leading Israeli VC/growth,,
TLV Partners,Venture Capital,Tel Aviv,Israel,Tel Aviv,N/A,VC,N/A,N/A,2,N/A,N/A,Israeli VC,,
FIMI Opportunity Funds,Private Equity,Tel Aviv,Israel,Tel Aviv,N/A,Industrial turnaround,$1B+,N/A,1,N/A,N/A,"KKR of Israel; distress/turnaround specialist",,Prime target for finance professionals
Kedma Capital,Private Equity,Tel Aviv,Israel,Tel Aviv,N/A,"Mid-market growth, buyouts",N/A,N/A,2,N/A,N/A,Significant Israeli PE player,,
GTCR,Private Equity,New York,NY,NYC,gtcr.com,Middle-market PE,N/A,N/A,1,N/A,N/A,Leading middle-market PE,,
Audax Group,Private Equity,New York,NY,NYC,audaxgroup.com,Middle-market PE,N/A,N/A,1,N/A,N/A,Leading middle-market PE,,
American Securities,Private Equity,New York,NY,NYC,american-securities.com,Middle-market PE,N/A,N/A,1,N/A,N/A,Leading middle-market PE,,
Genstar Capital,Private Equity,New York,NY,NYC,genstarcapital.com,Middle-market PE,N/A,N/A,1,N/A,N/A,Leading middle-market PE,,
HGGC,Private Equity,New York,NY,NYC,hggc.com,Middle-market PE,N/A,N/A,1,N/A,N/A,Leading middle-market PE,,
General Atlantic,Private Equity,New York,NY,NYC,generalatlantic.com,Growth equity,N/A,N/A,1,N/A,N/A,Large growth equity firm with NYC office,,
TA Associates,Private Equity,New York,NY,NYC,ta.com,Growth equity,N/A,N/A,1,N/A,N/A,Large growth equity firm with NYC office,,
Summit Partners,Private Equity,New York,NY,NYC,summitpartners.com,Growth equity,N/A,N/A,1,N/A,N/A,Large growth equity firm with NYC office,,
Ares Management,Private Equity,New York,NY,NYC,aresmgmt.com,Credit and alternatives,N/A,N/A,1,N/A,N/A,Active in credit and alternative credit,,
Oaktree Capital,Private Equity,New York,NY,NYC,oaktreecapital.com,Credit/distressed,N/A,N/A,1,N/A,N/A,Active in credit and alternative credit,,
Sixth Street,Private Equity,New York,NY,NYC,sixthstreet.com,Credit/alternatives,N/A,N/A,1,N/A,N/A,Active in credit and alternative credit,,
Citadel,Hedge Fund,New York,NY,NYC,citadel.com,Multi-strategy,N/A,N/A,1,N/A,N/A,Major hedge fund/multi-strat manager,,
Millennium,Hedge Fund,New York,NY,NYC,mlp.com,Multi-strategy,N/A,N/A,1,N/A,N/A,Major hedge fund/multi-strat manager,,
D.E. Shaw,Hedge Fund,New York,NY,NYC,deshaw.com,Quant/multi-strategy,N/A,N/A,1,N/A,N/A,Major hedge fund/quant manager,,
Two Sigma,Hedge Fund,New York,NY,NYC,twosigma.com,Quant,N/A,N/A,1,N/A,N/A,Major hedge fund/quant manager,,
Bridgewater,Hedge Fund,New York,NY,NYC,bridgewater.com,Macro,N/A,N/A,1,N/A,N/A,Major hedge fund/macro manager,,
Point72,Hedge Fund,New York,NY,NYC,point72.com,Multi-strategy,N/A,N/A,1,N/A,N/A,Major hedge fund/multi-strat manager,,
Sycomore Partners,Private Equity,New York,NY,NYC,N/A,"Consumer, Retail",~$11B,N/A,2,N/A,N/A,Consumer/retail turnaround specialist,,
Monomoy Capital Partners,Private Equity,New York,NY,NYC,N/A,"Industrial, Consumer",N/A,N/A,2,N/A,N/A,Operational value creation focus,,
Warren Equity Partners,Private Equity,New York,NY,NYC,N/A,Lower middle market infrastructure,N/A,N/A,2,N/A,N/A,Mission-critical products focus; buy-and-build,,
Greenwich Private Equity,Private Equity,Greenwich,CT,NYC,N/A,Family office PE,N/A,N/A,2,N/A,N/A,Family office acting as direct PE investor,,
FinTech Collective,Venture Capital,New York,NY,NYC,N/A,Fintech,N/A,N/A,2,N/A,N/A,Seeks operators/bankers with crypto/fintech interest,,
Primary Venture Partners,Venture Capital,New York,NY,NYC,N/A,Seed-stage,N/A,N/A,2,N/A,N/A,Active NYC seed-stage VC,,
Bain Capital Ventures,Venture Capital,New York,NY,NYC,baincapitalventures.com,VC,N/A,N/A,1,N/A,N/A,Bridge between PE rigour and early-stage risk,,
3i,Private Equity,London,UK,London,3i.com,Mid-Market Europe,N/A,N/A,1,N/A,N/A,UK PE champion,,
Bridgepoint,Private Equity,London,UK,London,bridgepoint.eu,Mid-Market Europe,N/A,N/A,1,N/A,N/A,UK PE champion; listed in London,,
Inflexion,Private Equity,London,UK,London,inflexion.com,Mid-Market PE,N/A,N/A,1,N/A,N/A,UK PE champion,,
Hg Capital,Private Equity,London,UK,London,hgcapital.com,Software/SaaS,N/A,N/A,1,N/A,N/A,"Vista of Europe; massive AUM; data-centric hiring",,
Cinven,Private Equity,London,UK,London,cinven.com,Large Cap Buyout,N/A,N/A,1,N/A,N/A,Global funds; hires top US banking analysts,,
CVC Capital Partners,Private Equity,London,UK,London,cvc.com,European mega-fund,N/A,N/A,1,N/A,N/A,European mega-fund with London presence,,
EQT,Private Equity,London,UK,London,eqtgroup.com,European mega-fund,N/A,N/A,1,N/A,N/A,European mega-fund with London presence,,
